Adjusted for Inflation Flag,Format,Format (copy),Metric,Year,Year Date,Format Value # (Billion),Format Value # (Million),Number of Records,Value (Actual),Value (Actual) (copy),Year (copy)
,LP/EP,LP/EP,Value,1988,1988,,$532.2M,1,532.2,$532M,1988
,LP/EP,LP/EP,Value,1989,1989,,$220.3M,1,220.3,$220M,1989
,LP/EP,LP/EP,Value,1990,1990,,$86.5M,1,86.5,$87M,1990
,LP/EP,LP/EP,Value,1991,1991,,$29.4M,1,29.4,$29M,1991
,LP/EP,LP/EP,Value,1992,1992,,$13.5M,1,13.5,$14M,1992
,LP/EP,LP/EP,Value,1993,1993,,$10.6M,1,10.6,$11M,1993
,LP/EP,LP/EP,Value,1994,1994,,$17.8M,1,17.8,$18M,1994
,LP/EP,LP/EP,Value,1995,1995,,$25.1M,1,25.1,$25M,1995
,LP/EP,LP/EP,Value,1996,1996,,$36.8M,1,36.8,$37M,1996
,LP/EP,LP/EP,Value,1997,1997,,$33.3M,1,33.3,$33M,1997
,LP/EP,LP/EP,Value,1998,1998,,$34.0M,1,34,$34M,1998
,LP/EP,LP/EP,Value,1999,1999,,$31.8M,1,31.8,$32M,1999
,LP/EP,LP/EP,Value,2000,2000,,$27.7M,1,27.7,$28M,2000
,LP/EP,LP/EP,Value,2001,2001,,$27.4M,1,27.4,$27M,2001
,LP/EP,LP/EP,Value,2002,2002,,$20.5M,1,20.5,$21M,2002
,LP/EP,LP/EP,Value,2003,2003,,$21.7M,1,21.7,$22M,2003
,LP/EP,LP/EP,Value,2004,2004,,$19.3M,1,19.3,$19M,2004
,LP/EP,LP/EP,Value,2005,2005,,$14.2M,1,14.2,$14M,2005
,LP/EP,LP/EP,Value,2006,2006,,$15.7M,1,15.7,$16M,2006
,LP/EP,LP/EP,Value,2007,2007,,$22.9M,1,22.9,$23M,2007
,LP/EP,LP/EP,Value,2008,2008,,$56.7M,1,56.7,$57M,2008
,LP/EP,LP/EP,Value,2009,2009,,$63.8M,1,63.8,$64M,2009
,LP/EP,LP/EP,Value,2010,2010,,$88.9M,1,88.9,$89M,2010
,LP/EP,LP/EP,Value,2011,2011,,$119.4M,1,119.4,$119M,2011
,LP/EP,LP/EP,Value,2012,2012,,$160.7M,1,160.723058291,$161M,2012
,LP/EP,LP/EP,Value,2013,2013,,$210.7M,1,210.739051034,$211M,2013
,LP/EP,LP/EP,Value,2014,2014,,$243.8M,1,243.84684834,$244M,2014
,LP/EP,LP/EP,Value,2015,2015,,$333.4M,1,333.379793112,$333M,2015
,LP/EP,LP/EP,Value,2016,2016,,$355.4M,1,355.430890954,$355M,2016
,LP/EP,LP/EP,Value,2017,2017,,$388.5M,1,388.511108168,$389M,2017
,LP/EP,LP/EP,Value,2018,2018,,$419.2M,1,419.223946961,$419M,2018
,LP/EP,LP/EP,Value,2019,2019,,$497.6M,1,497.588920842,$498M,2019
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1973,1973,,,1,,,1973
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1974,1974,,,1,,,1974
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1975,1975,,,1,,,1975
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1976,1976,,,1,,,1976
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1977,1977,,,1,,,1977
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1978,1978,,,1,,,1978
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1979,1979,,,1,,,1979
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1980,1980,,,1,,,1980
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1981,1981,,,1,,,1981
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1982,1982,,,1,,,1982
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1983,1983,,,1,,,1983
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1984,1984,,,1,,,1984
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1985,1985,,,1,,,1985
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1986,1986,,,1,,,1986
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1987,1987,,,1,,,1987
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1988,1988,,,1,,,1988
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1989,1989,,,1,,,1989
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1990,1990,,,1,,,1990
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1991,1991,,,1,,,1991
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1992,1992,,,1,,,1992
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1993,1993,,,1,,,1993
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1994,1994,,,1,,,1994
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1995,1995,,,1,,,1995
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1996,1996,,,1,,,1996
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1997,1997,,,1,,,1997
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1998,1998,,,1,,,1998
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1999,1999,,,1,,,1999
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,2000,2000,,,1,,,2000
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,2001,2001,,,1,,,2001
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,2002,2002,,,1,,,2002
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,2003,2003,,,1,,,2003
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,2004,2004,,,1,,,2004
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,2005,2005,,,1,,,2005
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,2006,2006,,,1,,,2006
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,2007,2007,,,1,,,2007
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,2008,2008,,,1,,,2008
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,2009,2009,,,1,,,2009
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,2010,2010,,,1,,,2010
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,2011,2011,,,1,,,2011
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,2012,2012,,,1,,,2012
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,2013,2013,,,1,,,2013
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,2014,2014,,,1,,,2014
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,2015,2015,,,1,,,2015
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,2016,2016,,$263.4M,1,263.363685193,$263M,2016
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,2017,2017,,$591.6M,1,591.601097499,$592M,2017
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,2018,2018,,$747.1M,1,747.054906158,$747M,2018
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,2019,2019,,$829.5M,1,829.498739675,$829M,2019
,Music Video (Physical),Music Video (Physical),Value,1973,1973,,,1,,,1973
,Music Video (Physical),Music Video (Physical),Value,1974,1974,,,1,,,1974
,Music Video (Physical),Music Video (Physical),Value,1975,1975,,,1,,,1975
,Music Video (Physical),Music Video (Physical),Value,1976,1976,,,1,,,1976
,Music Video (Physical),Music Video (Physical),Value,1977,1977,,,1,,,1977
,Music Video (Physical),Music Video (Physical),Value,1978,1978,,,1,,,1978
,Music Video (Physical),Music Video (Physical),Value,1979,1979,,,1,,,1979
,Music Video (Physical),Music Video (Physical),Value,1980,1980,,,1,,,1980
,Music Video (Physical),Music Video (Physical),Value,1981,1981,,,1,,,1981
,Music Video (Physical),Music Video (Physical),Value,1982,1982,,,1,,,1982
,Music Video (Physical),Music Video (Physical),Value,1983,1983,,,1,,,1983
,Music Video (Physical),Music Video (Physical),Value,1984,1984,,,1,,,1984
,Music Video (Physical),Music Video (Physical),Value,1985,1985,,,1,,,1985
,Music Video (Physical),Music Video (Physical),Value,1986,1986,,,1,,,1986
,Music Video (Physical),Music Video (Physical),Value,1987,1987,,,1,,,1987
,Music Video (Physical),Music Video (Physical),Value,1988,1988,,,1,,,1988
,Music Video (Physical),Music Video (Physical),Value,1989,1989,,$115.4M,1,115.4,$115M,1989
,Music Video (Physical),Music Video (Physical),Value,1990,1990,,$172.3M,1,172.3,$172M,1990
,Music Video (Physical),Music Video (Physical),Value,1991,1991,,$118.1M,1,118.1,$118M,1991
,Music Video (Physical),Music Video (Physical),Value,1992,1992,,$157.4M,1,157.4,$157M,1992
,Music Video (Physical),Music Video (Physical),Value,1993,1993,,$213.3M,1,213.3,$213M,1993
,Music Video (Physical),Music Video (Physical),Value,1994,1994,,$231.1M,1,231.1,$231M,1994
,Music Video (Physical),Music Video (Physical),Value,1995,1995,,$220.3M,1,220.3,$220M,1995
,Music Video (Physical),Music Video (Physical),Value,1996,1996,,$236.1M,1,236.1,$236M,1996
,Music Video (Physical),Music Video (Physical),Value,1997,1997,,$323.9M,1,323.9,$324M,1997
,Music Video (Physical),Music Video (Physical),Value,1998,1998,,$508.0M,1,508,$508M,1998
,Music Video (Physical),Music Video (Physical),Value,1999,1999,,$376.7M,1,376.7,$377M,1999
,Music Video (Physical),Music Video (Physical),Value,2000,2000,,$281.9M,1,281.9,$282M,2000
,Music Video (Physical),Music Video (Physical),Value,2001,2001,,$329.2M,1,329.2,$329M,2001
,Music Video (Physical),Music Video (Physical),Value,2002,2002,,$288.4M,1,288.4,$288M,2002
,Music Video (Physical),Music Video (Physical),Value,2003,2003,,$399.9M,1,399.9,$400M,2003
,Music Video (Physical),Music Video (Physical),Value,2004,2004,,$607.2M,1,607.2,$607M,2004
,Music Video (Physical),Music Video (Physical),Value,2005,2005,,$602.2M,1,602.2,$602M,2005
,Music Video (Physical),Music Video (Physical),Value,2006,2006,,$451.1M,1,451.1,$451M,2006
,Music Video (Physical),Music Video (Physical),Value,2007,2007,,$484.9M,1,484.9,$485M,2007
,Music Video (Physical),Music Video (Physical),Value,2008,2008,,$227.3M,1,227.3,$227M,2008
,Music Video (Physical),Music Video (Physical),Value,2009,2009,,$209.6M,1,209.6,$210M,2009
,Music Video (Physical),Music Video (Physical),Value,2010,2010,,$177.6M,1,177.6,$178M,2010
,Music Video (Physical),Music Video (Physical),Value,2011,2011,,$151.0M,1,151,$151M,2011
,Music Video (Physical),Music Video (Physical),Value,2012,2012,,$116.6M,1,116.613654602,$117M,2012
,Music Video (Physical),Music Video (Physical),Value,2013,2013,,$106.3M,1,106.283137789,$106M,2013
,Music Video (Physical),Music Video (Physical),Value,2014,2014,,$89.7M,1,89.705579875,$90M,2014
,Music Video (Physical),Music Video (Physical),Value,2015,2015,,$70.4M,1,70.434363958,$70M,2015
,Music Video (Physical),Music Video (Physical),Value,2016,2016,,$56.9M,1,56.922902813,$57M,2016
,Music Video (Physical),Music Video (Physical),Value,2017,2017,,$38.6M,1,38.619446998,$39M,2017
,Music Video (Physical),Music Video (Physical),Value,2018,2018,,$27.6M,1,27.561260298,$28M,2018
,Music Video (Physical),Music Video (Physical),Value,2019,2019,,$27.7M,1,27.705246783,$28M,2019
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1973,1973,,,1,,,1973
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1974,1974,,,1,,,1974
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1975,1975,,,1,,,1975
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1976,1976,,,1,,,1976
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1977,1977,,,1,,,1977
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1978,1978,,,1,,,1978
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1979,1979,,,1,,,1979
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1980,1980,,,1,,,1980
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1981,1981,,,1,,,1981
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1982,1982,,,1,,,1982
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1983,1983,,,1,,,1983
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1984,1984,,,1,,,1984
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1985,1985,,,1,,,1985
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1986,1986,,,1,,,1986
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1987,1987,,,1,,,1987
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1988,1988,,,1,,,1988
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1989,1989,,,1,,,1989
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1990,1990,,,1,,,1990
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1991,1991,,,1,,,1991
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1992,1992,,,1,,,1992
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1993,1993,,,1,,,1993
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1994,1994,,,1,,,1994
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1995,1995,,,1,,,1995
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1996,1996,,,1,,,1996
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1997,1997,,,1,,,1997
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1998,1998,,,1,,,1998
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1999,1999,,,1,,,1999
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,2000,2000,,,1,,,2000
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,2001,2001,,,1,,,2001
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,2002,2002,,,1,,,2002
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,2003,2003,,,1,,,2003
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,2004,2004,,,1,,,2004
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,2005,2005,,,1,,,2005
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,2006,2006,,,1,,,2006
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,2007,2007,,,1,,,2007
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,2008,2008,,,1,,,2008
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,2009,2009,,,1,,,2009
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,2010,2010,,,1,,,2010
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,2011,2011,,$113.8M,1,113.8,$114M,2011
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,2012,2012,,$170.9M,1,170.935408437,$171M,2012
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,2013,2013,,$220.9M,1,220.873544491,$221M,2013
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,2014,2014,,$283.8M,1,283.793409371,$284M,2014
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,2015,2015,,$372.0M,1,371.990396399,$372M,2015
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,2016,2016,,$489.4M,1,489.377607589,$489M,2016
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,2017,2017,,$658.6M,1,658.6064926,$659M,2017
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,2018,2018,,$759.5M,1,759.532368153,$760M,2018
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,2019,2019,,$908.1M,1,908.149330523,$908M,2019
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1973,1973,,,1,,,1973
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1974,1974,,,1,,,1974
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1975,1975,,,1,,,1975
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1976,1976,,,1,,,1976
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1977,1977,,,1,,,1977
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1978,1978,,,1,,,1978
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1979,1979,,,1,,,1979
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1980,1980,,,1,,,1980
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1981,1981,,,1,,,1981
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1982,1982,,,1,,,1982
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1983,1983,,,1,,,1983
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1984,1984,,,1,,,1984
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1985,1985,,,1,,,1985
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1986,1986,,,1,,,1986
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1987,1987,,,1,,,1987
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1988,1988,,,1,,,1988
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1989,1989,,,1,,,1989
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1990,1990,,,1,,,1990
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1991,1991,,,1,,,1991
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1992,1992,,,1,,,1992
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1993,1993,,,1,,,1993
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1994,1994,,,1,,,1994
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1995,1995,,,1,,,1995
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1996,1996,,,1,,,1996
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1997,1997,,,1,,,1997
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1998,1998,,,1,,,1998
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1999,1999,,,1,,,1999
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,2000,2000,,,1,,,2000
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,2001,2001,,,1,,,2001
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,2002,2002,,,1,,,2002
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,2003,2003,,,1,,,2003
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,2004,2004,,,1,,,2004
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,2005,2005,,,1,,,2005
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,2006,2006,,,1,,,2006
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,2007,2007,,,1,,,2007
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,2008,2008,,,1,,,2008
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,2009,2009,,,1,,,2009
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,2010,2010,,,1,,,2010
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,2011,2011,,,1,,,2011
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,2012,2012,,,1,,,2012
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,2013,2013,,,1,,,2013
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,2014,2014,,,1,,,2014
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,2015,2015,,,1,,,2015
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,2016,2016,,$81.3M,1,81.260865617,$81M,2016
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,2017,2017,,$261.8M,1,261.786858952,$262M,2017
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,2018,2018,,$251.4M,1,251.411918813,$251M,2018
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,2019,2019,,$251.1M,1,251.064710118,$251M,2019
,Other Digital,Other Digital,Value,1973,1973,,,1,,,1973
,Other Digital,Other Digital,Value,1974,1974,,,1,,,1974
,Other Digital,Other Digital,Value,1975,1975,,,1,,,1975
,Other Digital,Other Digital,Value,1976,1976,,,1,,,1976
,Other Digital,Other Digital,Value,1977,1977,,,1,,,1977
,Other Digital,Other Digital,Value,1978,1978,,,1,,,1978
,Other Digital,Other Digital,Value,1979,1979,,,1,,,1979
,Other Digital,Other Digital,Value,1980,1980,,,1,,,1980
,Other Digital,Other Digital,Value,1981,1981,,,1,,,1981
,Other Digital,Other Digital,Value,1982,1982,,,1,,,1982
,Other Digital,Other Digital,Value,1983,1983,,,1,,,1983
,Other Digital,Other Digital,Value,1984,1984,,,1,,,1984
,Other Digital,Other Digital,Value,1985,1985,,,1,,,1985
,Other Digital,Other Digital,Value,1986,1986,,,1,,,1986
,Other Digital,Other Digital,Value,1987,1987,,,1,,,1987
,Other Digital,Other Digital,Value,1988,1988,,,1,,,1988
,Other Digital,Other Digital,Value,1989,1989,,,1,,,1989
,Other Digital,Other Digital,Value,1990,1990,,,1,,,1990
,Other Digital,Other Digital,Value,1991,1991,,,1,,,1991
,Other Digital,Other Digital,Value,1992,1992,,,1,,,1992
,Other Digital,Other Digital,Value,1993,1993,,,1,,,1993
,Other Digital,Other Digital,Value,1994,1994,,,1,,,1994
,Other Digital,Other Digital,Value,1995,1995,,,1,,,1995
,Other Digital,Other Digital,Value,1996,1996,,,1,,,1996
,Other Digital,Other Digital,Value,1997,1997,,,1,,,1997
,Other Digital,Other Digital,Value,1998,1998,,,1,,,1998
,Other Digital,Other Digital,Value,1999,1999,,,1,,,1999
,Other Digital,Other Digital,Value,2000,2000,,,1,,,2000
,Other Digital,Other Digital,Value,2001,2001,,,1,,,2001
,Other Digital,Other Digital,Value,2002,2002,,,1,,,2002
,Other Digital,Other Digital,Value,2003,2003,,,1,,,2003
,Other Digital,Other Digital,Value,2004,2004,,,1,,,2004
,Other Digital,Other Digital,Value,2005,2005,,,1,,,2005
,Other Digital,Other Digital,Value,2006,2006,,,1,,,2006
